n_estimators,max_depth,min_samples_split,min_weight_fraction_leaf,ccp_alpha,oob_score,max_features,r2score_train,mse_train,acc_train,r2score_val,mse_val,acc_val,time
1000,26,3,0,0,True,sqrt,0.919972310286393,0.0604799545637528,0.944905013409678,0.4846146742769432,0.3891070864636961,0.6492920202618248,6.184966325759888
1000,26,3,0,0,True,log2,0.9199723102863931,0.0604799545637528,0.944905013409678,0.4846146742769432,0.3891070864636961,0.6492920202618248,6.151533365249634
1000,28,3,0,0,True,log2,0.9199962603700812,0.0604619001101422,0.945053029929085,0.4845865381773495,0.3891294105736316,0.6498843497138346,6.125188589096069
1000,28,3,0,0,True,sqrt,0.9199962603700812,0.0604619001101422,0.945053029929085,0.4845865381773495,0.3891294105736316,0.6498843497138346,6.171504497528076
1000,29,3,0,0,True,sqrt,0.919991254291452,0.0604656891119765,0.9450530957434556,0.4845503379482558,0.3891562040133909,0.6501806460101309,6.075021982192993
1000,29,3,0,0,True,log2,0.919991254291452,0.0604656891119765,0.9450530957434556,0.4845503379482558,0.3891562040133909,0.6501806460101309,6.055521249771118
1000,25,3,0,0,True,sqrt,0.9199464955270048,0.0604995543644816,0.9452011780772333,0.484519167252728,0.3891794709579009,0.6495885796987041,6.178101539611816
1000,25,3,0,0,True,log2,0.9199464955270048,0.0604995543644816,0.9452011780772333,0.484519167252728,0.3891794709579009,0.6495885796987041,6.118807315826416
1000,24,3,0,0,True,log2,0.9199140750793416,0.0605238233462343,0.9443126182601972,0.484439882109406,0.3892394143159184,0.6487007433721464,6.139496803283691
1000,24,3,0,0,True,sqrt,0.9199140750793416,0.0605238233462343,0.9443126182601972,0.484439882109406,0.3892394143159184,0.6487007433721464,6.18282151222229
1000,27,3,0,0,True,sqrt,0.9199897415933764,0.0604668682234465,0.9452011780772333,0.4844369252649437,0.389242038929196,0.6486996908098152,6.159291505813599
1000,27,3,0,0,True,log2,0.9199897415933764,0.0604668682234465,0.9452011780772333,0.4844369252649437,0.389242038929196,0.6486996908098152,6.128516912460327
1000,19,3,0,0,True,log2,0.9164738008608974,0.0631252363637208,0.9413509715846456,0.4839721219067548,0.3895894200104228,0.6478108019209263,6.09470009803772
1000,19,3,0,0,True,sqrt,0.9164738008608974,0.0631252363637208,0.9413509715846456,0.4839721219067548,0.3895894200104228,0.6478108019209263,6.058452129364014
1000,27,2,0,0,True,auto,0.9312038792325024,0.0519904748249035,0.9606042417361832,0.4838864789847756,0.3896424911332597,0.6498846128544175,7.698449373245239
1000,28,2,0,0,True,auto,0.9312113626913232,0.0519848368115153,0.9606042417361832,0.4838581143970264,0.3896637705538974,0.6504766791658443,7.604086637496948
1000,29,2,0,0,True,auto,0.931207524826406,0.0519877366798711,0.9604561594024054,0.4838463285263863,0.3896728060696774,0.6504766791658443,7.427336931228638
1000,25,2,0,0,True,auto,0.9311869327439856,0.0520033176819139,0.9606042417361832,0.4838309533805074,0.389684250226059,0.6504766791658443,7.588217973709106
1000,17,3,0,0,True,sqrt,0.9098208625701512,0.068154873052128,0.9349827730885036,0.4838378835767066,0.3896896546335637,0.6457372541280179,6.2306647300720215
1000,17,3,0,0,True,log2,0.9098208625701512,0.068154873052128,0.9349827730885036,0.4838378835767066,0.3896896546335637,0.6457372541280179,6.1932456493377686
1000,26,2,0,0,True,auto,0.9312108605457596,0.0519851870940934,0.9607523898843312,0.4838016528264686,0.3897062470289309,0.6507729754621406,7.682660579681396
1000,24,2,0,0,True,auto,0.9311491796878744,0.0520318316293355,0.9604561594024056,0.4837464989053965,0.3897485424708828,0.6498846128544175,7.640464305877685
1000,18,3,0,0,True,log2,0.9138965507796168,0.0650719189129249,0.937944485578426,0.4837519996427122,0.3897573115882802,0.6475160844681271,5.99688982963562
1000,18,3,0,0,True,sqrt,0.9138965507796168,0.065071918912925,0.937944485578426,0.4837519996427122,0.3897573115882802,0.6475160844681271,6.409297943115234
1000,20,2,0,0,True,auto,0.93001905840572,0.0528860232390069,0.9601599947348504,0.4837333096262793,0.3897587709874692,0.6489954608249457,7.622662305831909
1000,23,2,0,0,True,auto,0.9310249655954068,0.0521256348488257,0.9609004064037382,0.4836571776063842,0.3898158479317166,0.6504766791658444,7.576505422592163
1000,21,2,0,0,True,auto,0.930559184934804,0.052477693761601,0.959715550290406,0.4834844355917259,0.38994714981806,0.6492914939806592,7.630865812301636
1000,22,2,0,0,True,auto,0.9308485548970497,0.0522589661642721,0.960456093588035,0.4834533945540873,0.3899688106833843,0.6492922834024077,7.606678485870361
1000,18,2,0,0,True,auto,0.9273071223689388,0.0549359671691515,0.9566052289517416,0.4834511192477744,0.3899750115120892,0.6492912308400763,8.020750284194946
1000,19,2,0,0,True,auto,0.9290129788956264,0.0536465912964879,0.9595675337709988,0.4833601803369123,0.3900423643092834,0.6484023419511874,7.611020565032959
1000,19,4,0,0,True,sqrt,0.9001510198953824,0.0754610692600791,0.9259485660694012,0.4830722648524164,0.3902680855135909,0.6433671468982304,5.983760118484497
1000,19,4,0,0,True,log2,0.9001510198953824,0.0754610692600791,0.9259485660694012,0.4830722648524164,0.3902680855135909,0.6433671468982304,6.0317063331604
1000,27,4,0,0,True,sqrt,0.9034661599140498,0.0729544109399318,0.9278736364085098,0.4828536750453164,0.3904320058102544,0.6421832774159595,6.088136672973633
1000,27,4,0,0,True,log2,0.9034661599140498,0.0729544109399318,0.9278736364085098,0.4828536750453164,0.3904320058102544,0.6421832774159595,6.075440883636475
1000,26,4,0,0,True,sqrt,0.9034267258464528,0.0729842329483194,0.9274293235928064,0.4828304390314826,0.3904490904438519,0.6407020590750608,6.044818162918091
1000,26,4,0,0,True,log2,0.9034267258464528,0.0729842329483194,0.9274293235928064,0.4828304390314826,0.3904490904438519,0.6407020590750608,6.024854421615601
1000,25,4,0,0,True,log2,0.9034411856170216,0.0729733113339764,0.9274293894071772,0.4828222762341923,0.3904549136389754,0.6421835405565423,6.070484399795532
1000,25,4,0,0,True,sqrt,0.9034411856170216,0.0729733113339764,0.9274293894071772,0.4828222762341923,0.3904549136389754,0.6421835405565423,6.078421354293823
1000,28,4,0,0,True,log2,0.9034713977916594,0.0729504723824643,0.928021784556658,0.4827717539052292,0.3904937912979239,0.6418869811196632,6.0586771965026855
1000,28,4,0,0,True,sqrt,0.9034713977916594,0.0729504723824643,0.928021784556658,0.4827717539052292,0.390493791297924,0.6418869811196632,6.060490369796753
1000,29,4,0,0,True,sqrt,0.9034742525230314,0.0729482976041679,0.928021784556658,0.4827613693057506,0.3905014687969181,0.6418869811196631,5.993881464004517
1000,29,4,0,0,True,log2,0.9034742525230314,0.0729482976041679,0.928021784556658,0.4827613693057506,0.3905014687969181,0.6418869811196631,5.95494532585144
1000,24,4,0,0,True,log2,0.9033293889125316,0.073057804574583,0.9271331589252512,0.4826667683393526,0.3905704051318193,0.6424800999934215,5.9913365840911865
1000,24,4,0,0,True,sqrt,0.9033293889125316,0.073057804574583,0.9271331589252512,0.4826667683393526,0.3905704051318193,0.6424800999934215,6.072490930557251
1000,22,4,0,0,True,sqrt,0.9029279488250254,0.0733609562705767,0.927725751517844,0.4826306984388429,0.3905967899199562,0.6424779948687586,6.032880783081055
1000,22,4,0,0,True,log2,0.9029279488250254,0.0733609562705767,0.927725751517844,0.4826306984388429,0.3905967899199562,0.6424779948687586,5.991598606109619
1000,23,4,0,0,True,log2,0.9032361952560444,0.0731281917486653,0.928466163186732,0.48240706826927,0.3907648961119571,0.6424795737122558,5.96809720993042
1000,23,4,0,0,True,sqrt,0.9032361952560444,0.0731281917486653,0.928466163186732,0.48240706826927,0.3907648961119571,0.6424795737122558,6.07439661026001
1000,18,4,0,0,True,log2,0.8978937223422299,0.0771670421097373,0.9229865245076262,0.4822545869089016,0.3908805548727329,0.6389248075784488,6.115206241607666
1000,18,4,0,0,True,sqrt,0.8978937223422299,0.0771670421097373,0.9229865245076262,0.4822545869089016,0.390880554872733,0.6389248075784488,6.170503377914429
1000,26,3,0,0,True,auto,0.9247067495074208,0.0568999689211183,0.9537915329812264,0.4820052547639551,0.3910659856537042,0.6484033945135188,7.662761211395264
1000,27,3,0,0,True,auto,0.9247144081091851,0.0568941692240839,0.9537915329812264,0.481985699051483,0.3910807059012159,0.6486994276692323,7.694712162017822
1000,28,3,0,0,True,auto,0.9247212368399788,0.056889020716301,0.9537915329812264,0.4819829986869782,0.3910827696920453,0.6481068350766397,7.685880661010742
1000,25,3,0,0,True,auto,0.9246912654835888,0.0569116879515847,0.9540876976487817,0.4819667291940609,0.3910948520505328,0.6484031313729359,7.650476694107056
1000,29,3,0,0,True,auto,0.92472245250579,0.0568881072711028,0.9536434506474488,0.4819649261469852,0.3910962025750861,0.6481068350766397,7.463364124298096
1000,21,3,0,0,True,auto,0.9241081573925172,0.0573523282421065,0.9542358457969295,0.4819617239388489,0.3910981899416336,0.6478102756397606,7.721659183502197
1000,20,4,0,0,True,log2,0.9014776514193164,0.0744576532163977,0.9263927472563634,0.4819532989354929,0.3911101376530192,0.6433674100388131,6.013725280761719
1000,20,4,0,0,True,sqrt,0.9014776514193164,0.0744576532163977,0.9263927472563634,0.4819532989354929,0.3911101376530192,0.6433674100388131,6.046260356903076
1000,17,2,0,0,True,auto,0.9245960185129108,0.0569848828337707,0.9548279776889284,0.4818840943247397,0.3911603465822622,0.6466258798763239,7.828495025634766
1000,24,3,0,0,True,auto,0.9246657462502234,0.0569309398728398,0.9537915329812264,0.4817901431739534,0.3912280468199062,0.6486996908098152,7.6567888259887695
1000,21,4,0,0,True,sqrt,0.9024814331980462,0.0736988850789257,0.928021784556658,0.4817318739553393,0.3912758694625562,0.6445520689428327,5.998377561569214
1000,21,4,0,0,True,log2,0.9024814331980462,0.0736988850789257,0.928021784556658,0.4817318739553393,0.3912758694625562,0.6445520689428327,6.008424758911133
1000,18,3,0,0,True,auto,0.921058956297148,0.0596572592333005,0.9509773763101174,0.4817076059475107,0.3912894220470012,0.6469211236102888,7.857903718948364
1000,23,3,0,0,True,auto,0.9246059804684575,0.0569761797480347,0.954087631834411,0.4816920962184611,0.3913025739634048,0.6481068350766397,7.6654815673828125
1000,16,2,0,0,True,auto,0.9201844760065532,0.06031944806271,0.9500890139361928,0.481681153790997,0.3913086874382543,0.645440168409973,7.829680442810059
1000,20,3,0,0,True,auto,0.9235882308364176,0.0577452485443775,0.953347088536782,0.4816548413081213,0.3913309507240205,0.6486991645286494,7.631767749786377
1000,19,3,0,0,True,auto,0.9226712741549676,0.0584385255084602,0.95275456175856,0.4816240457015641,0.3913541549058386,0.6463293204394448,7.65327262878418
1000,16,3,0,0,True,log2,0.9027316728005972,0.0735124249628753,0.928762459483028,0.4815971611866926,0.3913714683844088,0.644553384645747,6.525402307510376
1000,16,3,0,0,True,sqrt,0.9027316728005972,0.0735124249628753,0.928762459483028,0.4815971611866926,0.3913714683844088,0.644553384645747,6.177825212478638
1000,22,3,0,0,True,auto,0.9244288057828886,0.0571101586264331,0.9537914013524852,0.4815905978240824,0.3913792293230567,0.6475150319057957,7.642049312591553
1000,15,2,0,0,True,log2,0.9039782931148208,0.0725716695304656,0.930095397930138,0.4808691777115655,0.3919298848453381,0.6398139596079205,6.082348585128784
1000,15,2,0,0,True,sqrt,0.9039782931148208,0.0725716695304656,0.930095397930138,0.4808691777115655,0.3919298848453381,0.6398139596079205,6.222055435180664
1000,17,3,0,0,True,auto,0.9184089074612656,0.0616604386235456,0.94816341708212,0.480698717203594,0.3920532364864758,0.6466253535951582,7.941596031188965
1000,23,4,0,0,True,auto,0.914495800495914,0.0646165381268038,0.943572404034421,0.4801429661378404,0.3924742670788248,0.6472184724689165,7.615905523300171
1000,24,4,0,0,True,auto,0.914533431429684,0.0645880845401368,0.943572404034421,0.4800863704932717,0.3925172740212148,0.646922439313203,7.677172660827637
1000,21,4,0,0,True,auto,0.9140765045110374,0.0649334915151065,0.9426837784030144,0.4800745985097236,0.3925264804218711,0.6466261430169068,7.610864639282227
1000,26,4,0,0,True,auto,0.9145999078176852,0.0645377497902171,0.9434243217006432,0.4800571595932517,0.392539103291514,0.646922439313203,7.654647827148437
1000,28,4,0,0,True,auto,0.9145997779445154,0.0645378894191198,0.9434243217006432,0.4800429890245792,0.3925498180778403,0.646922439313203,7.698147296905518
1000,29,4,0,0,True,auto,0.9146012021964876,0.0645368074493027,0.943572404034421,0.4800405507474442,0.3925516792827266,0.646922439313203,7.481618404388428
1000,22,4,0,0,True,auto,0.9143338634152348,0.0647388483702274,0.943572404034421,0.4800369982533581,0.3925545450833039,0.6472189987500822,7.624404430389404
1000,16,3,0,0,True,auto,0.9142062826188732,0.0648373927450938,0.9419434983628676,0.4800301808323927,0.3925571902238872,0.6433671468982304,7.873955726623535
1000,27,4,0,0,True,auto,0.9145955665260734,0.064541059222383,0.9434243217006432,0.4800303973654223,0.3925592407925665,0.646922439313203,7.673233985900879
1000,25,4,0,0,True,auto,0.9145826973388328,0.0645508189625803,0.943572404034421,0.4800265052528029,0.3925625098138548,0.6472184724689166,7.606367826461792
1000,15,3,0,0,True,log2,0.8930566263126827,0.0808248295137645,0.918395116573704,0.4799737538301425,0.3926044365659397,0.6398144858890862,6.308001756668091
1000,15,3,0,0,True,sqrt,0.8930566263126827,0.0808248295137645,0.918395116573704,0.4799737538301425,0.3926044365659397,0.6398144858890862,6.267772197723389
1000,17,4,0,0,True,log2,0.8940682504538479,0.0800589265055036,0.9195801043157772,0.4798993240180441,0.3926547662683104,0.6412951779488192,6.261542797088623
1000,17,4,0,0,True,sqrt,0.8940682504538479,0.0800589265055037,0.9195801043157772,0.4798993240180441,0.3926547662683104,0.6412951779488192,6.189811706542969
1000,16,4,0,0,True,log2,0.8875582332614019,0.0849804757034371,0.9123228853020056,0.4798639434103109,0.3926807582846661,0.6395171370304585,6.211191177368164
1000,16,4,0,0,True,sqrt,0.8875582332614019,0.0849804757034371,0.9123228853020056,0.4798639434103108,0.3926807582846661,0.6395171370304585,6.203690767288208
1000,20,4,0,0,True,auto,0.9135727997001152,0.0653142953402035,0.9423876137354592,0.4796838813454547,0.3928198007198609,0.6466261430169068,7.638744592666626
1000,19,4,0,0,True,auto,0.9127443441588404,0.0659405303670716,0.9412027576221268,0.4793561588232997,0.3930688100034884,0.6460340767054799,7.77567720413208
1000,15,2,0,0,True,auto,0.9132676888171196,0.0655473853805694,0.9388332428385738,0.4793132381616534,0.3930964527321457,0.6401102559042169,8.205331325531006
1000,14,2,0,0,True,sqrt,0.8886333619746084,0.0841702176042343,0.9146928607861526,0.478810412776836,0.3934743291521137,0.6409988816525228,6.095951080322266
1000,14,2,0,0,True,log2,0.8886333619746084,0.0841702176042343,0.9146928607861526,0.478810412776836,0.3934743291521137,0.6409988816525228,6.060393333435059
1000,18,4,0,0,True,auto,0.9112628236439136,0.0670606116523818,0.9398697533606464,0.4785775339566282,0.3936556982924273,0.6433671468982304,7.766953229904175
1000,17,4,0,0,True,auto,0.9088627169293448,0.0688746453815729,0.9354268884610956,0.4785115286503663,0.3937074701185207,0.6418856654167487,7.942248106002808
1000,15,3,0,0,True,auto,0.9076153555264356,0.0698183285089284,0.9324647152705792,0.4785021680610445,0.3937134018196898,0.6404057627787645,7.611786127090454
1000,16,4,0,0,True,auto,0.9048751414029412,0.0718884167315935,0.9305396449314708,0.4780303156878275,0.3940701392531158,0.6409975659496085,8.080181121826172
1000,15,4,0,0,True,sqrt,0.8784275544639865,0.0918815656160289,0.903288678282903,0.4774589482186604,0.3945065725849528,0.6404052364975988,6.511353492736816
1000,15,4,0,0,True,log2,0.8784275544639865,0.0918815656160289,0.903288678282903,0.4774589482186603,0.3945065725849528,0.6404052364975988,6.414194822311401
1000,22,6,0,0,True,log2,0.8707913849245742,0.0976488610865761,0.8954384059759448,0.4770470006534777,0.3948227490901591,0.6392221564370765,6.089859247207642
1000,22,6,0,0,True,sqrt,0.8707913849245742,0.097648861086576,0.8954384059759448,0.4770470006534777,0.3948227490901591,0.6392221564370765,6.14227032661438
1000,20,6,0,0,True,log2,0.8695910633299148,0.0985565133788129,0.8942537473057243,0.4769881442799455,0.3948702970023094,0.6412970199328991,6.013192892074585
1000,20,6,0,0,True,sqrt,0.8695910633299148,0.0985565133788129,0.8942537473057243,0.4769881442799455,0.3948702970023094,0.6412970199328991,6.1204094886779785
1000,23,6,0,0,True,log2,0.8710157436457905,0.0974790451112035,0.8967716076805369,0.4767555270861277,0.3950434735997807,0.6407031116373924,6.0563507080078125
1000,23,6,0,0,True,sqrt,0.8710157436457905,0.0974790451112035,0.8967716076805369,0.4767555270861277,0.3950434735997807,0.6407031116373924,6.155364513397217
1000,21,6,0,0,True,log2,0.8702903332001103,0.0980278372813831,0.8949940931602415,0.4767219696204923,0.3950708224450729,0.6398150121702519,6.0019004344940186
1000,21,6,0,0,True,sqrt,0.8702903332001103,0.0980278372813831,0.8949940931602415,0.4767219696204924,0.3950708224450729,0.6398150121702519,6.075087308883667
1000,25,6,0,0,True,sqrt,0.8711827837871762,0.0973527150896808,0.8967715418661665,0.4767049240942216,0.3950810358359464,0.6409988816525228,6.100920915603638
1000,25,6,0,0,True,log2,0.8711827837871762,0.0973527150896808,0.8967715418661665,0.4767049240942216,0.3950810358359464,0.6409988816525228,5.995120286941528
1000,14,2,0,0,True,auto,0.9026250004417016,0.0735914593738498,0.9256520065156226,0.4766622445145524,0.3951036906479412,0.640701795934478,7.663345575332642
1000,29,6,0,0,True,log2,0.8711963254484444,0.0973424053035746,0.8970677723480921,0.4766460346379053,0.3951264819395808,0.640406815341096,6.012749910354614
1000,29,6,0,0,True,sqrt,0.8711963254484444,0.0973424053035746,0.8970677723480921,0.4766460346379053,0.3951264819395808,0.640406815341096,6.022046089172363
1000,26,6,0,0,True,log2,0.871201053843787,0.0973388974818462,0.8972158546818697,0.4766325296068408,0.3951368784728062,0.6401105190447997,6.022136211395264
1000,26,6,0,0,True,sqrt,0.871201053843787,0.0973388974818462,0.8972158546818697,0.4766325296068408,0.3951368784728062,0.6401105190447997,6.164745569229126
1000,27,6,0,0,True,log2,0.8712121117640356,0.0973305207609606,0.8969196900143146,0.4766223458619869,0.3951444613985522,0.6409994079336886,6.037692070007324
1000,27,6,0,0,True,sqrt,0.8712121117640356,0.0973305207609606,0.8969196900143146,0.476622345861987,0.3951444613985522,0.6409994079336886,6.118645668029785
1000,24,6,0,0,True,log2,0.8711201405914536,0.0974000236585177,0.8963271632360925,0.4765960928198136,0.3951632782862437,0.6424806262745871,6.017595291137695
1000,24,6,0,0,True,sqrt,0.8711201405914536,0.0974000236585177,0.8963271632360925,0.4765960928198136,0.3951632782862437,0.6424806262745871,6.166876792907715
1000,28,6,0,0,True,log2,0.871199531380021,0.0973400259169687,0.8970677723480921,0.4765849955836307,0.3951726750127878,0.6409994079336886,6.061655759811401
1000,28,6,0,0,True,sqrt,0.871199531380021,0.0973400259169687,0.8970677723480921,0.4765849955836307,0.3951726750127878,0.6409994079336886,6.121538639068604
1000,15,4,0,0,True,auto,0.8985333408520031,0.0766817314502004,0.9219496849137008,0.4765233520651783,0.3952105066088627,0.6371470298006711,8.765621662139893
1000,19,6,0,0,True,sqrt,0.8683993697910249,0.0994572247423209,0.893069022821133,0.4764011462399487,0.3953077824631135,0.6398144858890863,6.099385976791382
1000,19,6,0,0,True,log2,0.8683993697910249,0.0994572247423209,0.893069022821133,0.4764011462399487,0.3953077824631135,0.6398144858890863,6.044236183166504
1000,18,6,0,0,True,log2,0.866294309959259,0.1010488017142587,0.8896623393718018,0.4761872108697738,0.3954684885602282,0.6353716202881389,6.354401350021362
1000,18,6,0,0,True,sqrt,0.866294309959259,0.1010488017142587,0.8896623393718018,0.4761872108697738,0.3954684885602282,0.6353716202881389,6.106856346130371
1000,14,3,0,0,True,auto,0.8973927471330351,0.0775453414347999,0.9204683350609604,0.4758096261926776,0.3957481276557419,0.6374438523781331,7.884368658065796
1000,14,3,0,0,True,log2,0.8785441140420157,0.0917955521132106,0.905510044918308,0.4756036559770731,0.3959088912690703,0.6338890862443259,6.226460933685303
1000,14,3,0,0,True,sqrt,0.8785441140420157,0.0917955521132106,0.905510044918308,0.4756036559770731,0.3959088912690704,0.6338890862443259,6.143629312515259
1000,23,6,0,0,True,auto,0.8929086469194075,0.0809304661962417,0.9188391003175544,0.475535634134052,0.3959587092180478,0.6398131701861719,8.060003280639648
1000,24,6,0,0,True,auto,0.8929741994431963,0.0808809650495932,0.9189872484657026,0.4754644590573,0.3960122141170671,0.6407015327938952,8.044730424880981
1000,28,6,0,0,True,auto,0.8930080812602897,0.0808553113850459,0.9189872484657026,0.475451734917637,0.396022094669372,0.6404054996381817,8.031283378601074
1000,26,6,0,0,True,auto,0.8929981578581305,0.0808628242609526,0.9189872484657026,0.4754486660327313,0.3960242767814833,0.6407015327938952,8.006309509277344
1000,29,6,0,0,True,auto,0.8930076275413197,0.0808556540361409,0.9189872484657026,0.4754474421959052,0.3960253482825008,0.6404054996381817,7.834715604782104
1000,27,6,0,0,True,auto,0.8930050990641979,0.0808575793222809,0.9189872484657026,0.4754471790904408,0.3960255514386031,0.6404054996381817,7.9759697914123535
1000,25,6,0,0,True,auto,0.8929955565189392,0.0808647888879024,0.9188391003175544,0.4754406929155552,0.396029860871788,0.6401092033418855,8.03247618675232
1000,22,6,0,0,True,auto,0.8927897305056103,0.0810202435921525,0.9188391003175544,0.4753998399793678,0.3960610183285384,0.6401092033418854,8.044180154800415
1000,21,6,0,0,True,auto,0.8925159115887231,0.0812273299514856,0.9186910179837768,0.4752841379410964,0.3961474109529524,0.6389248075784488,8.015886068344116
1000,20,6,0,0,True,auto,0.8921140864008396,0.0815311214617952,0.9179504746861477,0.4750425709509942,0.3963298735459968,0.6386287744227354,8.058406114578247
1000,19,6,0,0,True,auto,0.8914043735324358,0.0820677105629133,0.9155808940882242,0.4748579865400694,0.3964707544328568,0.639812907045589,7.927366018295288
