kernel,epsilon,C,gamma,degree,r2score_train,mse_train,acc_train,r2score_val,mse_val,acc_val,scaler,time
rbf,0.25,0.699564215671263,scale,0,0.3573701654803855,0.4856984294084155,0.5783479934843773,0.293147279216391,0.5337356119838635,0.5476902835339781,MinMaxScaler(),2.292870283126831
rbf,0.25,0.8877197088985865,scale,0,0.3640039505351176,0.4806849149274379,0.5826423811639271,0.2927243765038919,0.5340557172181744,0.5468011315045063,MinMaxScaler(),2.29683780670166
rbf,0.25,0.5512889788770675,scale,0,0.3511469144441773,0.4904014403733911,0.5743494414005298,0.2922619639632339,0.5344061853263309,0.5465064140517071,MinMaxScaler(),2.2639474868774414
rbf,0.2,0.699564215671263,scale,0,0.3561627349162167,0.486610874448847,0.5771627424848215,0.292192209182829,0.5344728692149373,0.5459154003026118,MinMaxScaler(),2.3557257652282715
rbf,0.25,1.1264816923358862,scale,0,0.3706232750562068,0.4756825731584064,0.5875296905079224,0.2918289611435156,0.5347277107930766,0.5470969015196369,MinMaxScaler(),2.3447086811065674
rbf,0.25,0.699564215671263,0.31622776601683794,0,0.4005585867370054,0.4530607513465352,0.5999703835332445,0.2917263426797143,0.5348185529366699,0.5494680613117559,StandardScaler(),2.341763734817505
rbf,0.3,1.1264816923358862,scale,0,0.3683120107878473,0.4774306266147982,0.5891589910656991,0.2916731739004976,0.5348264456085229,0.5465043089270444,MinMaxScaler(),2.262950897216797
rbf,0.3,0.8877197088985865,scale,0,0.3619950721750932,0.4822029766202352,0.5833835167908913,0.2916561480054001,0.5348386965614967,0.5482823498454049,MinMaxScaler(),2.260979652404785
rbf,0.2,0.8877197088985865,scale,0,0.3623493214131743,0.4819357732748334,0.5816056731987429,0.2916912406061175,0.5348507088775344,0.5470979540819684,MinMaxScaler(),2.3606958389282227
rbf,0.2,0.5512889788770675,scale,0,0.3501576134598873,0.4911487785837843,0.5731647169159385,0.291483455919115,0.5350078043956604,0.5485818038286955,MinMaxScaler(),2.321794033050537
rbf,0.3,1.4294613383568446,scale,0,0.3748900395823871,0.472460654470272,0.5933061519982888,0.2914074162119041,0.535025556158603,0.5444304979935531,MinMaxScaler(),2.3068573474884038
rbf,0.2,0.4344412298729366,scale,0,0.3439718097709949,0.4958221166124885,0.5697583625384604,0.2914262252561908,0.5350443784958149,0.551543714229327,MinMaxScaler(),2.336726665496826
rbf,0.25,0.5512889788770675,0.31622776601683794,0,0.3900356722834533,0.4610129702788739,0.596416341708212,0.2912198899061169,0.5351986026951207,0.5500606539043483,StandardScaler(),2.294865846633911
rbf,0.3,0.699564215671263,0.31622776601683794,0,0.3970769266952611,0.4556905552962711,0.6032292479062803,0.2911988495137679,0.5352072292593694,0.5500601276231826,StandardScaler(),2.248013973236084
rbf,0.2,1.1264816923358862,scale,0,0.3688625550850042,0.4770139745503054,0.5853080606150353,0.2910687985540003,0.5353193928662812,0.5447283731333465,MinMaxScaler(),2.37662410736084
rbf,0.25,0.4344412298729366,scale,0,0.3450748082459589,0.4949888169125038,0.5715357454300146,0.2910097203228934,0.535351189436967,0.5468032366291691,MinMaxScaler(),2.2589619159698486
rbf,0.3,0.5512889788770675,0.31622776601683794,0,0.3865419904487959,0.4636521418789532,0.598045905523471,0.2909630902099965,0.5353815886930052,0.5503564239194789,StandardScaler(),2.2380459308624268
rbf,0.25,0.4344412298729366,0.31622776601683794,0,0.3795073621088292,0.4689684456402394,0.5906404725471807,0.2908534524882898,0.5354716356159693,0.5468024472074205,StandardScaler(),2.283895254135132
rbf,0.3,1.8139306939110624,scale,0,0.3816631124382104,0.4673439361778491,0.5949356499991773,0.2906642950207913,0.5355850900110869,0.544133675416091,MinMaxScaler(),2.340742826461792
rbf,0.3,0.699564215671263,scale,0,0.355676549915388,0.4869773709833464,0.5790886684107475,0.2906654837907391,0.5355887980866195,0.5473945135188475,MinMaxScaler(),2.244974374771118
rbf,0.25,0.3423597957607582,scale,0,0.3390681167955744,0.4995264598980953,0.5678333580137224,0.2905490537682039,0.5357000694114421,0.5444331293993816,MinMaxScaler(),2.2609331607818604
rbf,0.25,0.3423597957607582,0.31622776601683794,0,0.3694927193763548,0.4765369982368628,0.5863450318377018,0.2903611367524689,0.5358361759105174,0.5453214920071048,StandardScaler(),2.27494740486145
rbf,0.25,1.4294613383568446,scale,0,0.3773938947782273,0.4705663231253654,0.5916769172548827,0.2903494308471848,0.5358407272062143,0.54502256430498,MinMaxScaler(),2.3666739463806152
rbf,0.35,1.1264816923358862,scale,0,0.3632289806829553,0.4812692540619555,0.5903440446221433,0.2902393460244742,0.5359005360592328,0.5456151568975726,MinMaxScaler(),2.190146446228028
rbf,0.3,0.8877197088985865,0.1,0,0.3313300774624603,0.5053716347616376,0.5660561725652796,0.2902669093754607,0.53590165629728,0.5479884218143544,StandardScaler(),2.176211357116699
rbf,0.25,0.5512889788770675,auto,0,0.3559271672717536,0.4867873141152234,0.576866643631637,0.2902780990113177,0.5359041013430196,0.5456177883034011,StandardScaler(),2.2719273567199707
rbf,0.25,0.5512889788770675,scale,0,0.3559271672717541,0.4867873141152231,0.576866643631637,0.2902780990113177,0.5359041013430196,0.5456177883034011,StandardScaler(),2.2809038162231445
rbf,0.2,0.699564215671263,auto,0,0.3609616421806336,0.4829814232613483,0.5796804054165228,0.2902533721316904,0.5359361644189246,0.5456177883034011,StandardScaler(),2.3866140842437744
rbf,0.2,0.699564215671263,scale,0,0.3609616421806338,0.4829814232613481,0.5796804054165228,0.2902533721316899,0.535936164418925,0.5456177883034011,StandardScaler(),2.369638204574585
rbf,0.3,0.699564215671263,auto,0,0.360737585444042,0.4831527080166584,0.5844202905704461,0.2902054213971642,0.5359433645899622,0.5491728175777909,StandardScaler(),2.2619874477386475
rbf,0.3,0.699564215671263,scale,0,0.3607375854440422,0.4831527080166582,0.5844202905704461,0.2902054213971638,0.5359433645899623,0.5491728175777909,StandardScaler(),2.253997564315796
rbf,0.3,0.8877197088985865,scale,0,0.3675155113246864,0.4780308611224416,0.5859010480938512,0.2901663169026243,0.5359725471202629,0.5476900203933952,StandardScaler(),2.247960090637207
rbf,0.3,0.8877197088985865,auto,0,0.3675155113246864,0.4780308611224417,0.5859010480938512,0.2901663169026242,0.535972547120263,0.5476900203933952,StandardScaler(),2.245973825454712
rbf,0.3,1.4294613383568446,0.1,0,0.337957678932975,0.5003629615025109,0.5706472514273492,0.2901326767535913,0.5359972116366937,0.547692125518058,StandardScaler(),2.229041576385498
rbf,0.25,0.4344412298729366,auto,0,0.3489409728613175,0.4920666668014887,0.5725717294371225,0.290153079690341,0.5359983162923769,0.5488773107032433,StandardScaler(),2.2789080142974854
rbf,0.25,0.4344412298729366,scale,0,0.3489409728613178,0.4920666668014884,0.5725717294371225,0.290153079690341,0.5359983162923769,0.5488773107032433,StandardScaler(),2.281901359558105
rbf,0.3,1.8139306939110624,0.1,0,0.3413956904837377,0.4977645460366404,0.5733127992497162,0.2900988577500258,0.5360197370231434,0.5465069403328728,StandardScaler(),2.2519545555114746
rbf,0.3,1.1264816923358862,0.1,0,0.3343014478248747,0.5031256482459717,0.568425621534462,0.2899627199668346,0.5361254555472335,0.5479881586737715,StandardScaler(),2.201143980026245
rbf,0.3,0.8877197088985865,0.31622776601683794,0,0.4074831956103131,0.4478247887369942,0.608708557513533,0.2899477349281932,0.5361523493041536,0.5465058877705414,StandardScaler(),2.248988389968872
rbf,0.35,0.8877197088985865,scale,0,0.356572987664087,0.4862984197386588,0.5873827928328151,0.2898988177650523,0.5361572220657627,0.5429511216367344,MinMaxScaler(),2.162220001220703
rbf,0.3,0.699564215671263,0.1,0,0.3280010636355702,0.5078892220826643,0.5639828882636523,0.2898998013578058,0.5361799628959348,0.5471003223472141,StandardScaler(),2.162215232849121
rbf,0.2,0.3423597957607582,scale,0,0.3379259006420604,0.5003916498720397,0.566203991641575,0.289859974199132,0.53622624134396,0.5503577396223932,MinMaxScaler(),2.308856964111328
rbf,0.25,0.699564215671263,0.1,0,0.3281832582148886,0.5077526778590868,0.563094065189134,0.289813704236999,0.5362531379652367,0.5465079928952042,StandardScaler(),2.24895977973938
rbf,0.25,0.699564215671263,auto,0,0.3627203814157855,0.4816534353539749,0.5813100350461523,0.2898151496688265,0.5362551321605712,0.5473939872376817,StandardScaler(),2.297832489013672
rbf,0.25,0.699564215671263,scale,0,0.3627203814157856,0.4816534353539749,0.5813100350461523,0.289815149668826,0.5362551321605716,0.5473939872376817,StandardScaler(),2.3068580627441406
rbf,0.35,0.699564215671263,0.31622776601683794,0,0.3901989875028862,0.4608850058872119,0.6064870592493872,0.2897456458893897,0.5362832738097836,0.5468003420827577,StandardScaler(),2.174187421798706
rbf,0.3,1.1264816923358862,auto,0,0.3742589583403267,0.472934700769349,0.5907886206953288,0.2897348777110081,0.5363010062058077,0.5468011315045063,StandardScaler(),2.2599592208862305
rbf,0.3,1.1264816923358862,scale,0,0.3742589583403271,0.4729347007693487,0.5907886206953288,0.289734877711007,0.5363010062058086,0.5468011315045063,StandardScaler(),2.277881622314453
rbf,0.2,0.8877197088985865,scale,0,0.3678612269577918,0.477768735595445,0.5832351053852608,0.2897600825474307,0.5363111086064483,0.544135780540754,StandardScaler(),2.395596981048584
rbf,0.2,0.8877197088985865,auto,0,0.3678612269577916,0.4777687355954451,0.5832351053852608,0.2897600825474306,0.5363111086064484,0.544135780540754,StandardScaler(),2.4125452041625977
rbf,0.25,0.8877197088985865,auto,0,0.3694586079505635,0.4765611325169869,0.5836793523865936,0.2896995376969314,0.5363414971453196,0.5468011315045063,StandardScaler(),2.3158323764801025
rbf,0.25,0.8877197088985865,scale,0,0.3694586079505635,0.4765611325169869,0.5836793523865936,0.2896995376969315,0.5363414971453196,0.5468011315045063,StandardScaler(),2.337752103805542
rbf,0.2,0.5512889788770675,auto,0,0.3544853832442622,0.487876060537841,0.5759778205571185,0.2896772446326563,0.5363679969056768,0.546803762910335,StandardScaler(),2.3706629276275635
rbf,0.2,0.5512889788770675,scale,0,0.3544853832442624,0.4878760605378409,0.5759778205571185,0.2896772446326562,0.536367996905677,0.546803762910335,StandardScaler(),2.365675687789917
rbf,0.3,0.5512889788770675,scale,0,0.3494997234643012,0.4916448032905851,0.5759786103295655,0.2896262315771642,0.536378369791056,0.5470995329254654,MinMaxScaler(),2.219068050384521
rbf,0.3,12.195704601594414,0.03162277660168379,0,0.3212415268805945,0.5129944310338619,0.5623532586340227,0.2895644414432992,0.5364348405790701,0.5438413262285375,StandardScaler(),2.482363700866699
rbf,0.35,1.4294613383568446,0.1,0,0.3345691367514896,0.5029229680821278,0.5706469223554963,0.2895307672491892,0.5364368221260888,0.5465072034734557,StandardScaler(),2.1402735710144043
rbf,0.2,0.4344412298729366,0.31622776601683794,0,0.3789118535525437,0.4694194077831956,0.5875297563222931,0.2895486785166398,0.5364720770043726,0.5435455562134069,StandardScaler(),2.3597159385681152
rbf,0.25,0.8877197088985865,0.1,0,0.3315311838421065,0.5052203948372851,0.565908090231502,0.2895231852393616,0.536475406039404,0.5465072034734556,StandardScaler(),2.2539751529693604
rbf,0.35,1.8139306939110624,0.1,0,0.337939578912761,0.5003750423787902,0.5736090955460125,0.2894592690959576,0.5364898261019198,0.5441376225248339,StandardScaler(),2.1472861766815186
rbf,0.2,0.5512889788770675,0.31622776601683794,0,0.3891429504086714,0.4616875410348204,0.5937504648139922,0.289458644013034,0.5365344597008611,0.5450254588513913,StandardScaler(),2.3726863861083984
rbf,0.25,0.5512889788770675,0.1,0,0.3243346125748875,0.5106629632701157,0.5626496865590602,0.2894308882166842,0.5365453108267859,0.5471000592066312,StandardScaler(),2.2440297603607178
